input,target,id
extract weight                       : zi0Vit ONE-A-  K2 MK7 BONEH er100%NRVin e  K2 MK7 100mc e 7mm 180Vega,7.0 ounce,5606
"extract height                       : 65"" B 21"" 3  s 36 23"" 40""  9' 21"" 24'  20"" 32 39""",40.0 inch,5607
extract voltage                      : N 18cm/7.08in  11cm/4.33in  0.8cm/0.31in  21cm/8.26in  41cm/16.14in  12cm/4.72in  AC85-265V Bul  E27 Wattage: : 60w (Bulb N,"[85.0, 265.0] volt",5608
extract weight                       :  Z08 1-2 208F  5-7 CAFFEIN E 80Z 1-2 208 F 5-7 CAFFEIN E 80Z 1-2 208 F 5-7 CAFFEIN  (240ML) TEAS S 98C MIN FRE  (240ML) TEAS S 98C MIN FRE  (240ML) TEAS  .86 MIN FREE,8.0 ounce,5609
extract depth                        : r 22mm~31.8mm,22.0 millimetre,5610
extract volume                       : r 56mm/2.24in : 330ml cola  30mm/1.18in  45mm/1.77in,330.0 millilitre,5611
extract maximum weight recommendation: e 90kgs Suppo o 90kgs,90 kilogram,5612
extract wattage                      : W 5-24V FLASH,100.0 watt,5613
extract maximum weight recommendation: y 40olbs Weig ly2.54lbs,400 pound,5614
extract height                       : 8.2in 5.3in e,5.3 inch,5615
extract maximum weight recommendation: 12cm VIANDO  20cm 10.5cm  t:0.27kg,0.27 kilogram,5616
"extract height                       : D 12.75"" OUTE S 50PCS High  y 3 ML.Polypr",12.75 inch,5617
"extract height                       : 12 31cm) 8cm  6.3"" (16cm)  3",12.0 inch,5618
extract depth                        : c 1 SEPTEMBRE  2025 2800 g  60cm 12h41 D,60.0 centimetre,5619
"extract width                        : 400 mm(15.7"")  500 mm19.7 1 5 mm(0.6",400.0 millimetre,5620
extract voltage                      : E 36V BATTERY g 30.23% SWAG,36.0 volt,5621
extract depth                        : 14cm/5.51in  21cm/8.27in,21.0 centimetre,5622
extract weight                       : 16oz. BESTVA E 10+ treatme s 2 treatment s 100% NATURA . 3.4oz. FMON S 1 /Non Toxi  .4oz. Qty. 1 6 fl.oz.453,16.0 ounce,5623
extract voltage                      : 36.8V RT SPE D 388 ASSIST  2 23689 3688  W 23:68:29,36.8 volt,5624
extract voltage                      : e 3.8V/9.88 W e 4.35V/2600  h 1ICP6/57/61,3.8 volt,5625
extract height                       : 3.14 in/8cm 1 1.7 in/30 cm,3.14 inch,5626
extract wattage                      : x 60w E26 bul,60.0 watt,5627
extract weight                       : s 100g,100.0 gram,5628
extract volume                       : O.1 Aloe e500 a 16.9 FL0Z(1 .06 PT500mL e 500mLVEGAN .v O.1 OKF BRON  e 500mLVEGAN  e500mL OKF GO e-500mL vera  g 16.9FL0Z(1. 06PT)50mL AL  e500mL SANDI A 16.9FLOZ (1 .06 PT500mL P  e500mL,16.9 fluid ounce,5629
"extract depth                        : s 30""x40"" 50"" x60"" 60""x80"" ",60.0 inch,5630
extract wattage                      : 2* GU10 Byl,35.0 watt,5631
extract depth                        : E 7.8 inch 11 .8 inch 5.9 ,11.8 inch,5632
extract width                        : E:70XI00MM.PH T:54XS6MM/8EA  1SET Season D 2020-0915 o e20201 EENIYT  &2022 BELIFT,86.0 millimetre,5633
"extract wattage                      : t 74 Support  o 5V/3A,9V/2A",45.0 watt,5634
extract width                        : . 1.2in wide  . 13.7in buil,1.2 inch,5635
extract weight                       : I 400 GSM BLU el100 Tage Ju E 10 X MIKROF,400.0 gram,5636
extract voltage                      : A 4 STATIC MO,3.0 volt,5637
extract maximum weight recommendation: 100% Umweltfr n 100%recycel,100.0 pound,5638
extract wattage                      : d 10.2 inch26 0mm 4.5inch  115mm 3.9 in  X1 (100mm) M X 41.3 inch ( 1050mm) Adjus d 49.8inch 17 .7 inch x2 ( 1265mm) (450m ) 8.5 inch 5. 9 inch (215 m 150mm) 3.9i ch100mm 28.2  ch715mm E26 1 10V-240V 60W,60.0 watt,5639
extract volume                       : .O4PATCHES St  B12 1ts. and,4.0 quart,5640
extract depth                        : h:19cm Natura,19.0 centimetre,5641
extract maximum weight recommendation: L 25cm 35.5cm  42cm Capacid d:35 litros P o:35 kilos,35.0 kilogram,5642
extract depth                        : ~ 15.6 Inch M,15.6 inch,5643
extract maximum weight recommendation: e 76cm 7.6cm  o 23 kg SIZE  76cm x 51cm  x7.6cm 51cm  91.5cm WEIGH o 34 kg 7.6cm E 91.5cm x68. 6cm x 7.6cm  68.6cm 112cm o 45 kg XL SI E 112cm x 81c x 7.6cm 7.6cm  81cm,23 kilogram,5644
extract depth                        : r 3 The most  n 10+ Sat/Cab E 100% Works ,4.0 inch,5645
extract wattage                      : e 1 Tensione  220-240 V A+  60W max A+ P  E27 E14 A Gr . 20 B Freque a 50-60 HZ C ,60.0 watt,5646
extract weight                       : 56g-1.98oze  n 40081670105 00 Sie unter HG8O331 MUNCH,56.0 gram,5647
extract width                        : 3.5cm 2cm 108 3001000L-7 80 --7,80.0 centimetre,5648
extract volume                       : b 2 CAPSULE C N 00 Metaboli Y 120 CAPSULE,2.0 gallon,5649
extract width                        : 36x36cm)1#Dt,36.0 centimetre,5650
extract depth                        : ze2.2 Size 2. 4 Size2.6 2 .12 Inches Di r 2.25 Inches r 2.37 Inches ze2.8 Size2.1 0 Size2.12  2.5 Inches Di r 2.62 Inches r 2.75 Inches,2.62 inch,5651
"extract wattage                      : tM5400 series e 99.99%of ai V-2 in an 1.2 80 ftroom in  60 min on hi V-2 or preven D-19. Accurat s 2021 reddot  (4w) than an D-19 Captures  99.99% of SA V-2 in a 1,28 0ft3 r0om C t 5240i we ha r 1.000.000 "" d 2021 Better",4.0 watt,5652
extract volume                       : n 2PCS .5cm/0 .98in Total l h 500cm/196in,2.5 cubic inch,5653
extract depth                        : I 48T Cermet  E 3000+Cut 10 00+Cuts 10+C,7.25 inch,5654
extract weight                       : T.6.4OZ 180g ,180 gram,5655
"extract height                       : OM3 ULTIMATE  OM3MEGABOOM3  rB0OM3MEGABOO M3, BLASTtME",3.0 inch,5656
extract maximum weight recommendation: RE9ADVANCED E 9 ADVANCE.  z.150m1 BANIL ET0.47AO,1.5 ounce,5657
"extract width                        : ) 2019/2015 D Z-04 elektris h 3 000 auBer x 0,433 und y ) 1.0=8.055m/",8.055 millimetre,5658
extract voltage                      : /T18287-2013  3.85 4.4/11.5 5Wh 1ICP5/6 4/75 OCE,3.85 volt,5659
extract wattage                      :  E27 Max. Lam : 80MM Max. L : 40w,40.0 watt,5660
extract volume                       : R 60PCS 6.35f z/180g,6.35 fluid ounce,5661
extract height                       : 2.9 Inch 1.1  h 16.1 Inch I h 4 2 Inch 6. 7 Inch 6.7  h 5.7 Inch,16.1 inch,5662
extract width                        : 26cm 10cm 36,10.0 centimetre,5663
extract height                       : 6CM 16CM,6.0 centimetre,5664
extract voltage                      : o 2000 Gallon e:115V-60HZ P r:1/4HP Max.F e:2000 GPH Ma d:25FT,115.0 volt,5665
extract voltage                      : P 616-0785 3. 82V11.10W AW,3.82 volt,5666
extract wattage                      : 910 66W SDcar ge7 480Mbps D,66.0 watt,5667
extract wattage                      : D 18W 220-240 V/50H2 (e) 10,18.0 watt,5668
extract depth                        : r:8.26 (21cm) h:1.0cm,21.0 centimetre,5669
"extract wattage                      : 60W 3A/20V P n 2.5h,as fas",60.0 watt,5670
extract wattage                      : S-40 RANGE W0 W200 WR POWER,200.0 watt,5671
extract depth                        : 11.8cm 1.4cm,11.8 centimetre,5672
extract wattage                      : E 60W 2 IN 1  2 TYPE-C NE  =2USBCABLES  h 2 different,60.0 watt,5673
"extract width                        : : 12x8x8' Inn g:11.78x7.78x 7.89 "" 8 ' 12",8.0 inch,5674
extract height                       : 2100mm 51mm 3 8mm 2250mm  2288mm 23mm 3 1mm 50mm 10 00mm,2288.0 millimetre,5675
extract wattage                      : e 100sqft 200 t 300sqft 400 t 500sqft 100 0sqft 1600s  >1600sqft Ti e 6min 10min  19min 35min  43min 83min  123min hold B -D35 5.70(14. 5cm) Ozone  : 6000mg/h ol e:6g/h MINUTE e:220V/60Hz O : 110w 7.1in( 18cm) EPA Re n:99116-CHN-1  6.1in(15.5c,110.0 watt,5676
extract height                       : 9cm/3.5in 7 .4cm/2.9in T : 2cm/0.8in,9.0 centimetre,5677
"extract height                       : 29.1"" 7.5"" 2 0"" 12.6"" 12 .9 Power Vol s 750W 110V 5 0Hz 0.8-4.3 y 4.7"" 74LB 6 61LBS/H",29.1 inch,5678
extract height                       : 11CM/4.3IN 2 5CM/9.8IN,11.0 centimetre,5679
extract voltage                      : I 80+ 80+ Dek g 70+ See all . 60+,"[85.0, 265.0] volt",5680
extract width                        : 3.9in/10 cm 5 .9 in/15 cm,5.9 inch,5681
extract weight                       : S 50Pcs OPc d t 400.0 Grams,400 gram,5682
extract volume                       : . 9cm/3.5in 2 4cm/9.4in 1 m/0.39in 25.5 m/10in,24.0 cubic inch,5683
extract width                        : 1830mm / 72',38.0 millimetre,5684
extract depth                        : 1.5.0 134667  10 06 DEEED  m 1.5cm/0.59i h 10.0 100110 m 10cm/3.93in,10.0 centimetre,5685
extract depth                        : E 9.84 in,9.84 inch,5686
extract width                        : r 3mm thick.,3.0 millimetre,5687
extract depth                        : 360 mm 95 mm  60 mm,360.0 millimetre,5688
extract wattage                      : C12 (MC100VFN E 0700 T1 dop E 0470: P24 ( i~230v/50Hz:1 2Watt Forde x.1.5m Forder N 24163 max.: 90m/h frei a on2-20 Minute x:25Pa Schall DI2081 max35  in3 m Abstand d 1m.Q=2 Ford x.40C Abmessu T 150x150x130 . 99mm Moglic n 2-20 Minute n 50-90% 18 D  66 150/150,12.0 watt,5689
extract weight                       : e 200 Gentle. e 200 Gentle  c 200mg of pu . 200mg of el,200.0 milligram,5690
extract voltage                      : DC5V/1A Model LS002 WKT1907 11 E MADE IN A 8 MODALITA ,5.0 volt,5691
extract maximum weight recommendation: O 9KG baby jo O 22KG baby j,9 kilogram,5692
"extract depth                        : G:53 mm de an  X362 mm de l S:0,6 mm PES0 T:10 gr COMPO  R125 Naranja  R126 Padel O  R127 Verde F  R128 Rosa Fl  R129 RojoR13 0 Negro R13 1 Blanco R1 32 Azul R133  R134 gracias  R340 They of",362.0 millimetre,5693
"extract weight                       : N:99,75% Toma on3-4Tagen ve : 500ge 42507 80308674",500.0 gram,5694
extract wattage                      : t 5.0A 2.0A 2 .4A Type-c U D-100WQC-18WP D-20W Lightni g 2.4A 480Mbp e 1 output al C 100W(6A) 48 0Mbps use 1 B 2.0A NO use  1 output al s 3.2A NO use  2 or 3 outp g 2.4A 480Mbp se1 output al D 100W(6A) 48 0Mbps use 1 C 2.4A NO use 1 output al s 3.2A NO use  2 or 3 outp,20.0 watt,5695
extract volume                       : e 400 cresce  a 50.000 doll,400.0 litre,5696
extract height                       : A:14.9-17.7in 38-45cm B:17 .7-25.5in 45 -65cm) C:14.9 -17.7in 38-45 D:3.9-4.7in10 -12cm E14.9-1 7.7in 38-45cm,17.7 inch,5697
extract voltage                      : MP15 MP140 MP 16 1814569CB,94.0 volt,5698
extract width                        : 3.7 in (9.5 c ) 2.7in 0.8in  (2cm) After  n 7cm will no d 1-3 lipstic h>7cm,2.7 inch,5699
extract weight                       : E 500ge SO0 g,500.0 gram,5700
extract height                       : 16.5mm JGNE  5.5V0.47F JGN E 15mm 5.5V0. 47F JGNE 5.5 V0.47F,16.5 millimetre,5701
extract wattage                      : >S0LAR PANEL: 6V 1W BATTE : 3.7V 1200 M -I0N >SOLAR C : 8H SOLAR CH,1.0 watt,5702
extract depth                        : 0.7 cm / 0.3  n 5 cm / 2 in K 17.8 cm / 7,17.8 centimetre,5703
extract weight                       : E*2 GRIP*2 4. 7inch (120m ) 3.1inch (80 ) 4.3inch (11 0mm) 0.9inc  (22.2mm) 0.9  (22.2mm) 3.5 3oz(100g) 7 T 3.53oz(100g ) 7 grips,3.53 ounce,5704
"extract weight                       : 7mm/(0.28"") h:20.5cm (8.1 t:14g",14.0 gram,5705
extract width                        : 13 inch 7 in h 1.2 inch,7.0 inch,5706
extract height                       : 2.8 inch / 7  m 8 inch / 20,20.0 centimetre,5707
extract height                       : 13.8 cm/5.43 n 28.5 cm/11. 22 in Capaci y 2L/67.64OZ  O 18.7 cm/ 7. 36 in,28.5 centimetre,5708
"extract maximum weight recommendation: e 23"" x 23"" B to25 Ibs 30'  x 30' Best fo o 45 Ibs 36'  x 36"" Best fo o 100 lbs 45"" x 45"" Best fo o 150 lbs 54""  x54"" Best fo o 210 Ibs",210 pound,5709
extract height                       : 520 mm 310mm  r 395 mm,310.0 millimetre,5710
extract volume                       : A-201T Non-ha,1.0 fluid ounce,5711
extract depth                        : 40mm 220mm 1 6mm 35mm 60 m 207mm,16.0 millimetre,5712
extract wattage                      : E26MAX60W Cle  E26 Base Sha,60.0 watt,5713
"extract height                       : 3 Channel 4 m 3.99""IPS To i 4K 170 WDR  4K WIFI GPS  170 WDR G-Se a 64GB Night  C 6 Hidden IR g 64GB for Ca",3.99 inch,5714
extract depth                        : 60cm 18cm,18.0 centimetre,5715
extract wattage                      : 480Mbps Quick y 100w EOOCK  100w,100.0 watt,5716
extract volume                       : 850m LUNCH 85 0ml,850.0 millilitre,5717
extract weight                       : D 9.3 OMEGA-3  1000MG SRDA  A-3FATTYACID  60LIQUID FIL,1000 milligram,5718
extract weight                       : t 40cm/15.75  14.5cm/5.71  40g Material m 1-3cm; As d,40.0 gram,5719
extract height                       : 2 FITS 2 IN,2.0 inch,5720
"extract maximum weight recommendation: ze77.6""x41.3"" x63.2"" Weight : 400 lbs. 77 .6"" 41.3"" 14 "" 400 Ibs. 63 .2"" 36.9"" 40 0 lbs. 10.6",400 pound,5721
extract maximum weight recommendation: h 300 LB 9.45  15.75,300 pound,5722
extract volume                       : e 1 tea bag ( s 8 fl oz). A e 66mg Organi + 22mg Organi + 22mg Organi + 2090mg Prop,8.0 fluid ounce,5723
extract height                       : 4.72in 12CM 0 .98in 3.94in  f 2.5CM) (10C,4.72 inch,5724
extract depth                        : 13cm 16g 2.5,13.0 centimetre,5725
extract height                       : 7.4cm 11cm 10 .5cm,11.0 centimetre,5726
extract voltage                      : 48V 20Ah LG  G 3A BMS 30-5 0 45-80 Miles,48.0 volt,5727
extract depth                        : 28cm 20cm,28.0 centimetre,5728
extract depth                        : 7.5cm/3in 7cm /2.8in,7.0 centimetre,5729
"extract weight                       : N 7 vitabrigh r 12,000 mcg  A 1 year supp",12000 microgram,5730
extract depth                        : . 16.7 The lo f 54 inches e d 16.7 pound  f 90 inches,90.0 inch,5731
extract wattage                      : e 8-15 min/Cy g 335WPower 3 3LBS 40 PCS e 200PCS 132  s 500-600 dri,335.0 watt,5732
"extract weight                       : r 2, this lig y 16oz, which T 5.51in 5.12 n 2.09in 1.73 ER2 MARAUDER ",16.0 ounce,5733
extract weight                       : d 200GM Suppl t 7OZ,200.0 gram,5734
extract volume                       : A 97% AGREED  E 1x25 ml/0.8 5 fl.0z.,25.0 millilitre,5735
extract maximum weight recommendation: n 113.0 Kilog t 4500.0 Gram,113 kilogram,5736
extract voltage                      : C 12V HOME AC 220V,12.0 volt,5737
extract voltage                      : A 6154106-220 5170019 group UL138220R Her s 50/6063A 23 0V E75122 P r 6154106-S P C 230V 48F 0. 6A WarningR,230.0 volt,5738
extract weight                       : e 16SULE da 7,7.0 gram,5739
extract volume                       :  T0 USE COSDE r 1-5 min. Sp d 20% Gel Pee H:3.2 moistur g 100 ml 3.4  z 100 ml 3.4 ,3.4 fluid ounce,5740
extract weight                       : t:24.0g 19.0c m 1.0cm,24.0 gram,5741
extract wattage                      : t 4 Protectio UT15.0V=5A75. 0V NEEWER P W-1504802 700,75.0 watt,5742
extract width                        : X 1 in 100 1  n 0.44 in,1.0 inch,5743
extract voltage                      : 3.5in 2.2in 0 .9in Solar P l 1.2V 150MA  y 1.2V/600mah e 6hours Work e 8hours,1.2 volt,5744
extract volume                       :  g4 Literte B g 5 2000 PER  . 2 fl oz(60  ) 2 fl.oz60 m ) 2 fI oz (60,2.0 fluid ounce,5745
extract width                        : 23mm ALL COP L 220mm USING  H59 COPPER D G 0mm,23.0 millimetre,5746
extract width                        : 8 A B Model LC10 1000mm ( 960-1000mm) 4 08,1000.0 millimetre,5747
extract volume                       : m 99.95% pure e 99.99% pure n 2% 5% Potas . 60 ml/20z.  60 ml/20z.,60.0 fluid ounce,5748
extract volume                       : E 500mg MMONI R 2 oz 60 mL),60.0 millilitre,5749
"extract width                        : 20.47"" 23.23 "" 10.25"" 22.8 3'",20.47 inch,5750
"extract depth                        : 1.2(31mm) 5.1  (130mm) 0.9"" (22mm) 1.0""(2 6mm) M8 M10  M12",130.0 millimetre,5751
extract weight                       : 1985 Cafe tor,1895.0 ton,5752
extract maximum weight recommendation:  (0+M) Weight o 18 kgs) MOR S 66 cm 50cm,18 kilogram,5753
extract wattage                      : 4.7inch 2.0 i g 60 inch Adj  E12 candelab ) 9.5 inch 12  E12 Base Max 60W Natural  s 20 inch,60.0 watt,5754
extract height                       : 30cm/11.8in  30cm/11.8in  100cm/39.4in,100.0 centimetre,5755
extract height                       : 22.5cm/8.86i h 4.1cm/1.61i,22.5 centimetre,5756
extract maximum weight recommendation: g 50KG,50.0 kilogram,5757
extract maximum weight recommendation: S 3+ WARNING: r 3 OutwardGe C 102 Tuckawa E 19803 IMPOR s 3 and up LO TO220bs,220 pound,5758
extract maximum weight recommendation: t 17lbs Large e 8-12 pairs ,17 pound,5759
extract depth                        : : 1L Transpar e:20x20cm Rec A 20cm Approv d 20cm,20.0 centimetre,5760
extract height                       : 15cm 13.5cm  12cm 9cm,15.0 centimetre,5761
extract weight                       : T 60TABLETS ( 500mg),500.0 milligram,5762
extract volume                       : T 6SPRAYS DAI n 25ml Suppor,25.0 millilitre,5763
extract height                       : . 60 82 70 MA X 8.5cm 58 MI N 15.1t 4.3cm  22 C/F HOMVI R 4.3cm 8.5cm,8.5 centimetre,5764
extract depth                        : E97cm 3/90cm/ 90cm,90.0 centimetre,5765
extract maximum weight recommendation: 32cm Max180k g 61-82cm 30  30,180 kilogram,5766
extract wattage                      : IP67 POWER SU f 300W POWER: 400W Unsealed D-0.15M LONGE D-1.36M XPOWE,300.0 watt,5767
"extract depth                        : E 1010 Double r 3 size phot s 10x10 25x25 M 8x8"" 25x25C M 5x5"" 12.7x1 2.7CM",10.0 inch,5768
"extract maximum weight recommendation: o 30LBS, no w",30.0 pound,5769
"extract height                       : s 6'X10""(200B",6.0 inch,5770
extract depth                        : 3.15in/8cm 5. 9in/15cm 6. 06in/15.4cm,15.4 centimetre,5771
extract voltage                      : s 150cm/4.92f,300.0 volt,5772
"extract depth                        : C 10""",10.0 inch,5773
extract voltage                      : Y 500C 02:485 3.3 00:4353.2 T 58.6 58.4 1 06w Km/h 106 P 0.000:05:59 P 1.8Km Iatel  P850C P850 7 50C 860C SW1 20 110AM 53. 2V 58.0 186  09:51PM53.2V H 54.8 105w 7 50C Bluetoot E 0.0Ku000023 t 58. 132 SW1 02 C965 DPC1 8 C96 PEEC  16:00 100% 3 6.2 BAFANG Km  0000.7 TRIP  E 5 ECO ShE 0 0- BAFANG C 961,53.2 volt,5774
extract depth                        : N 5020K Heigh t 2 Inch Leng h 10 Inch Wid h 10 Inch,10.0 inch,5775
